Nombre_Empresa,Id_Empleo,Ciudad,Categoria,Sueldo,Publicado,Vencimiento,Descripcion,Nombre_cargo,Enlace
Banco Prodem S.A.,715337,"Santa Cruz de la Sierra, Bolivia","Banca y Finanzas,Marketing y Ventas ",No Declarado ,28 Febrero 2019,30 Marzo 2019,asesor de creditosbase monterorequisitos licenciado egresado o tecnico superior experiencia en ventas experiencia en entidades financieras  conocimiento de normas asfi conocimiento de procedimientos para la otorgacion de creditos conocimiento en analisis financiero conocimiento en productos y servicios financieros conocimiento del entorno office conocimiento de idioma originario  predisposicion para trabajar fuera de una oficina mercadear y captar clientes capacidad de redaccion y buena ortografia licencia de conducir te ofrecemos estabilidad laboral prestaciones de ley salario acorde a responsabilidades esquema de beneficios la oportunidad de ser parte de una institucion pionera en el rubro de las microfinanzas que promueve el talento y desarrollo de su gente las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Asesor(a) de CrÃ©ditos - Montero,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/715337/Asesor(a)-de-CrÃ©ditos---Montero.html?searchId=1546400657&page=1
Importante Empresa,716734,"Santa Cruz de la Sierra, Bolivia","AdministraciÃ³n y Oficina,Banca y Finanzas ",No Declarado ,28 Febrero 2019,30 Marzo 2019,importante empresa comercial lider en su rubro requiere contratar una persona para ocupar el cargo de controller administrativo y financiero requisitos licenciatura en administracion de empresas contaduria publica y ramas afines maestria en administracion de empresa y recursos humanos experiencia minima de 3 anos en el cargo experiencia en la supervision de las areas administrativa contable rrhh almacenes adquisiciones y cobranzas principales funciones revision supervision y analisis de las operaciones financieras y registro contable a fin de garantizar el cumplimiento de la normativa interna y tributaria revision y analisis de los estados financieros consolidados y del informe financiero mensual disenar y ejecutar sistemas de control de gestion y administracion de la empresa control y seguimiento del presupuesto anual y el plan estrategico de la empresa coordinar con las diferentes areas funcionales las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Controller Administrativo(a) y Financiero(a),https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/716734/Controller-Administrativo(a)-y-Financiero(a).html?searchId=1546400657&page=1
Edobol Ltda.,727723,"La Paz, Bolivia",Contabilidad y EconomÃ­a ,No Declarado ,28 Febrero 2019,30 Marzo 2019,edobol ltda busca  auxiliar contable requisitos tecnico auxiliar contable o egresado de contabilidad experiencia minima de dos anos en puestos similares conocimientos manejo del sistema contable macont o similares manejo avanzado de excel y solidos conocimientos de procesos contables  habilidades habilidad para trabajar bajo presion y conducirse de acuerdo a normas y procedimiento de la empresa  debera ser organizado y en busca del cumplimiento de las metas y los objetivos trazados  las personas interesadas y que se adecuen al perfil solicitado por favor enviar su curriculum actualizado indicando su pretension salarial por trabajopolisbo,Auxiliar Contable,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/727723/Auxiliar-Contable.html?searchId=1546400657&page=1
InstituciÃ³n Financiera,727793,"Santa Cruz de la Sierra, Bolivia",AtenciÃ³n al Cliente ,No Declarado ,28 Febrero 2019,30 Marzo 2019,institucion financiera de desarrollo ifd con trabajo a nivel nacional especializada en credito productivo y servicios financieros requiere incorporar personal a su equipo de trabajo recepcionsede santa cruz ref 1 depende de gerencia comercial formacion profesionalarea comunicacion economica administrativa yo financiera experiencia minima en cargos similares conocimiento manejo de paquetes computacionales word excel internet  competencias orientacion al cliente externo interno orientacion al detalle trabajo bajo presion trabajo en equipo los interesados pueden enviar su hoja de vida por trabajopolisbo indicando el cargo de referencia antecedentes laborales personales y pretension salarial ,RecepciÃ³n - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/727793/RecepciÃ³n---Santa-Cruz.html?searchId=1546400657&page=1
Nikos S.R.L.,727763,"La Paz, Bolivia",DiseÃ±o y Medios ,No Declarado ,28 Febrero 2019,30 Marzo 2019,en nikos srl nos dedicamos a la comercializacion de maquinaria e insumos graficos requerimos incorporar a nuestro equipo de trabajo a un community managersede la paz  grado de formacion titulo en tecnico superior en diseno grafico titulo en marketing y publicidad o ramas afines  experiencia y conocimientos solidos conocimientos en edicion de imagen y video experiencia en diseno de paginas web manejo de imagen corporativa amplio conocimiento de rrss experiencia en el cargo similares  perfil personal vocacion y habilidad creativa excelente relaciones interpersonales proactividad y dinamismo responsabilidad valores y principios eticos las personas interesadas pueden enviar su curriculum vitae indicando su pretension salarial por trabajopolisbo,Community Manager,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/727763/Community-Manager.html?searchId=1546400657&page=1
CBN,727743,"Oruro, Bolivia",IngenierÃ­a ,No Declarado ,28 Febrero 2019,30 Marzo 2019,cerveceria boliviana nacional busca en oruro talentos profesionales para alimentar su base de postulantes a en el area industrial inspector de calidadbase oruro requisitos formacion en ingenieria industrial titulados con un ano de experiencia en el area ingles intermedio conocimientos intermedios de excelhabilidades y competencias trabajo bajo presion trabajo en equipo proactividad iniciativa  funciones uso y manipulacion de quimicos preparacion de soulciones y otros analisis estadistico de datos conocimiento en inocuidad y buenas practicas de manufactura si estas interesado postulate enviando tu curriculum vitae por trabajopolisbo,Inspector(a) de Calidad - Oruro,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/727743/Inspector(a)-de-Calidad---Oruro.html?searchId=1546400657&page=1
Grupo AvÃ­cola Integral SofÃ­a Ltda.,727714,"Santa Cruz de la Sierra, Bolivia",TÃ©cnico ,De Bs. 2.060 a Bs. 2.999 ,28 Febrero 2019,30 Marzo 2019,sofia ltda desea incorporar personal para el cargo de referenciaayudante de taller automotrizrequisitos conocimiento en mecanica vehicular conocimiento en soldaduras arco y mig conocimiento en torneria disponibilidad inmediatainteresados enviar su hoja de vida indicando su pretension salarial por trabajopolisbo,Ayudante de Taller Automotriz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/727714/Ayudante-de-Taller-Automotriz.html?searchId=1546400657&page=1
CONSTRUCTORA GENESIS,727745,"Santa Cruz de la Sierra, Bolivia",ConstrucciÃ³n ,No Declarado ,28 Febrero 2019,30 Marzo 2019,empresa constructora requiere los servicios de un auxiliar de adquisiciones funciones ejecutar cotizaciones y compras de repuestos para maquinarias equipos pesados y livianos mantenimiento de cartera y proveedores y ampliacion de la misma logistica para la dotacion a obra requisitos experiencia en el puesto de 2 anos conocimiento de maquinaria equipo pesado y liviano microsoft office excel nivel intermedio licencia de conducir tipo b disponibilidad inmediata competencias honestidad responsabilidad orientacion a resultados las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Auxiliar de Adquisiciones,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/727745/Auxiliar-de-Adquisiciones.html?searchId=1546400657&page=1
Nikos S.R.L.,727705,"La Paz, Bolivia",AdministraciÃ³n y Oficina ,No Declarado ,28 Febrero 2019,30 Marzo 2019,en nikos srl nos dedicamos a la comercializacion de maquinaria e insumos graficos requerimos incorporar a nuestro equipo de trabajo unjefe administrativosede la pazgrado de formacion titulo en administracion de empresas o ramas afines  estudios de postgrado experiencia y conocimientos experiencia en cargos similares  experiencia en la planeacion organizacion y control de procesos experiencia en la toma de decisiones en forma oportuna y confiable conocimiento en la creacion de lineamientos de control experiencia en la supervision de tareas para el cumplimiento de politicasperfil personal excelente relaciones interpersonales proactividad y dinamismo responsabilidad capacidad de supervision del equipo de trabajo valores y principios eticoslas personas interesadas pueden enviar su curriculum vitae indicando su pretension salarial por trabajopolisbo,Jefe(a) Administrativo(a) - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/727705/Jefe(a)-Administrativo(a)---La-Paz.html?searchId=1546400657&page=1
Alianza Seguros S.A.,727851,"Cochabamba, Bolivia",Otros ,No Declarado ,28 Febrero 2019,30 Marzo 2019,queremos atraer al mejor talento buscamos personas con habilidades para desarrollar sus competencias profesionales y empezar una carrera en el rubro asegurador personas con entusiasmo por los desafios con ambicion de exito con ganas de crecer personal y profesionalmenteestas listo para aceptar el desafio de pertenecer a una compania lider  agente de segurossede cochabamba requisitos egresadolicenciatura en ing comercial marketing relaciones publicas administracion de empresas o ramas afines no excluyenteque te ofrecemos excelente crecimiento economico sobre esfuerzos de ventas especializarte en seguros relaciones publicas atencion al cliente y comercializacion de servicios capacitacion constante en productos y tecnicas de mercadeo aprender de los lideres y expertos del sector excelente infraestructura y ambiente laboral que te exigimos buena actitud automotivacion retroalimentacion las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Agente de Seguros,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/727851/Agente-de-Seguros.html?searchId=1546400657&page=1
IMCRUZ,727699,"Santa Cruz de la Sierra, Bolivia",Marketing y Ventas ,No Declarado ,28 Febrero 2019,30 Marzo 2019,ejecutivo de ventassede santa cruzrequisitos profesional en ingenieria comercial marketing o ramas afines experiencia de al menos 2 anos en ventas en posiciones similares conocimientos de tecnicas de ventas habilidad para desarrollar nueva cartera de clientes manejo de ms officecompetencias requeridas crear valor autoliderazgo responsabilidad personal resolucion de personasse ofrecesueldo fijo mas comisioneslas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Ejecutivo(a) de Ventas - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/727699/Ejecutivo(a)-de-Ventas---Santa-Cruz.html?searchId=1546400657&page=1
Zepol Ltda,727774,"La Paz, Bolivia","DiseÃ±o y Medios,Otros ",De Bs. 3.000 a Bs. 3.999 ,28 Febrero 2019,30 Marzo 2019,zepol ltda es una empresa de impresion flexografica para envases flexibles con base en el alto y buscamos profesionales para formar parte de nuestro dinamico equipo para ocupar el cargo de disenador requisitos formacion en diseno grafico o ramas afines  indispensable solidos conocimientos en el manejo de herramientas de diseno como photoshop illustrator y freehand  indispensable experiencia en diseno de artes para envases  deseado conocimientos de impresion en flexografia  deseado conocimientos de sistemas de gestion de calidad  deseado las postulaciones deben incluir muestras de trabajo de elaboracion propiainteresados enviar su curriculum vitae actualizado indicando pretension salarial por trabajopolisbo,DiseÃ±ador(a),https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/727774/DiseÃ±ador(a).html?searchId=1546400657&page=1
Grupo Ribepar S.R.L.,716648,"Cochabamba, Bolivia",Marketing y Ventas ,No Declarado ,28 Febrero 2019,30 Marzo 2019,si eres un profesional proactivo te entusiasmas por los desafios tienes ambicion de exito ganas de crecer personal y profesionalmente buscas mas que experiencia laboral sino sonar aprender mas y ser mejor postulate a nuestro requerimiento para el cargo de asesor comercialsede cochabamba requisitos formacion minima en ingenieria comercial marketing y ventas o ramas afines minimo 2 anos de experiencia en cargos similares preferentemente en empresas de consumo masivo conocimientos de excel intermedio contar con garantia de un bien inmueble  poseer medio de transporte propio disponibilidad inmediatacompetencias requeridas proactividad orientacion a clientes orientacion a resultados trabajo en equipose ofrecesueldo fijo mas comisioneslas personas interesadas favor enviar su curriculum vitae incluyendo carta de presentacion y pretension salarial por tabajopolisbo,Asesor(a) Comercial - Cochabamba,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/716648/Asesor(a)-Comercial---Cochabamba.html?searchId=1546400657&page=1
Grupo Ribepar S.R.L.,714809,"Oruro, Bolivia",Marketing y Ventas ,No Declarado ,28 Febrero 2019,30 Marzo 2019,si eres un profesional proactivo te entusiasmas por los desafios tienes ambicion de exito ganas de crecer personal y profesionalmente buscas mas que experiencia laboral sino sonar aprender mas y ser mejor postulate a nuestro requerimiento para el cargo de asesor comercialsede oruro requisitos formacion minima en ingenieria comercial marketing y ventas o ramas afines minimo 2 anos de experiencia en cargos similares preferentemente en empresas de consumo masivo conocimientos de excel intermedio contar con garantia de un bien inmueble  poseer medio de transporte propio disponibilidad inmediata competencias requeridas proactividad orientacion a clientes orientacion a resultados trabajo en equipo se ofrecesueldo fijo mas comisiones las personas interesadas favor enviar su curriculum vitae incluyendo carta de presentacion y pretension salarial por trabajopolisbo,Asesor(a) Comercial - Oruro,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/714809/Asesor(a)-Comercial---Oruro.html?searchId=1546400657&page=1
CBN,727683,"Oruro, Bolivia",IngenierÃ­a ,No Declarado ,28 Febrero 2019,30 Marzo 2019,cerveceria boliviana nacional busca en oruro talentos profesionales egresados y estudiantes de ultimos semestres para alimentar su base de postulantes a pasantias en el area industrialpasantes para el area industrial calidad  hsmabase orurorequisitos formacion en ingenieria industrial ingenieria quimica o ingenieria de produccion egresados recientemente no mas de 3 anos o estudiantes de ultimo ano academico ingles intermedio conocimientos intermedios de exceltareas asignadas definir cantidades teoricas y puntos de generacion de residuos solidos de planta implementar mejoras en la segregacion de residuos solidos buscar la opcion de destino final para estos residuos  caracterizar aguas efluente realizar seguimiento a pte mejorar procedimiento de la ptebuscamos personas dispuestos a aprender y trabajar en un ambiente competitivo capaces de tomar decisiones y comprometerse con una cultura desafiantesi estas interesado postulate enviando tu curriculum vitae por trabajopolisbo,Pasantes para el Ãrea Industrial (Calidad - HSMA) - Oruro,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/727683/Pasantes-para-el-Ãrea-Industrial-(Calidad---HSMA)---Oruro.html?searchId=1546400657&page=1
Pollo CampeÃ³n,727446,"Santa Cruz de la Sierra, Bolivia",Cocina y ReposterÃ­a ,De Bs. 2.060 a Bs. 2.999 ,28 Febrero 2019,30 Marzo 2019,empresa campeon requiere contratarsupervisores de cocinahorario rotatoriorequisitos tecnico superior de cocina experiencia 2 anos manejo tecnico de cocina conocimiento de manipulacion de alimento y de equipo de cocina disponibilidad inmediatase ofrece buen ambiente laboral beneficios conforme a leylas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Supervisores(as) de Cocina,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/727446/Supervisores(as)-de-Cocina.html?searchId=1546400657&page=1
INDUSTRIAS FERROTODO LTDA.,727404,"Otra Ciudad de Bolivia, Bolivia",Marketing y Ventas ,No Declarado ,28 Febrero 2019,29 Marzo 2019,industrias ferrotodo ltda empresa lider en el mercado metalmecanico necesita incorporar a su equipo de trabajo un profesional para el puesto de ejecutivo de ventassede yacuiba objetivo del cargoampliar y consolidar la cartera de clientes de la empresa promoviendo y comercializando los productos de la empresa funciones generar nuevos clientes y fidelizar a los antiguos a traves de visitas periodicas a talleres ferreterias u otras empresas del rubro coordinar y hacer seguimiento a la entrega de mercaderia de los clientes concretar ventas de mercaderia al contado yo al credito a clientes de la zona asignada previa coordinacion y verificacion del stock disponible para procesar el pedido administrar una cartera de creditos efectuando cobranzas respectivas y haciendo seguimiento a la cartera de mora atender consultas y reclamos de los clientes requisitos ingeniero civil comercial marketing o ramas afines conocimientos comerciales y tecnicos en el campo de la metal mecanica o construccion  minimo 1 ano de experiencia en cargos ventas disponibilidad para viajes al interior del pais tener movilidad propia  presentacion de garantias reales beneficios capacitacion constante buen clima laboral salario fijo  comisiones por ventas las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Ejecutivo(a) de Ventas - Yacuiba,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/727404/Ejecutivo(a)-de-Ventas---Yacuiba.html?searchId=1546400657&page=1
Diaconia,727536,"La Paz, Bolivia",Banca y Finanzas ,No Declarado ,28 Febrero 2019,29 Marzo 2019,pasante  redes y sistemas formaciontecnico en ing de sistema programacion informatica redes y comunicacion o ramas afines conocimientos especificos procesos de instalacion de equipos y mantenimiento preventivo fisico y logico del area tecnico conocimiento en redes y comunicacion conocimiento en administracion de base de datos control de calidad de los programas judis novus evaluacion crediticia y facturacion electronica tendras la oportunidad de generar tus primeras armas en el ambito transferir tus conocimientos a la practica pues estamos dispuestos a recibir propuestas descubrir el mundo las y funciones de area de tecnologia de informacion y comunicaciones caracteristicas duracion 3 meses horarios tiempo completo bono transporte interesados enviar su hoja de vida con su carta de presentacion por trabajopolisbo,Pasante - Redes y Sistemas,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/727536/Pasante---Redes-y-Sistemas.html?searchId=1546400657&page=1
UDI Universidad para el Desarrollo y la InnovaciÃ³n,727517,"Santa Cruz de la Sierra, Bolivia",EducaciÃ³n ,No Declarado ,28 Febrero 2019,29 Marzo 2019,buscamos una profesional talentosa y proactiva que cuente con alta orientacion al cliente para ocupar el cargo desecretaria de escuelas principales funcionesobtener y controlar la informacion de las diferentes facultades en base a los procedimientos vigentes cumpliendo de forma efectiva cada uno de ellos brindando buena atencion a clientes internos y externosrequisitos tecnico medio de secretariado ejecutivo experiencia de trabajo de al menos 1 ano en cargos similares experiencia en atencion al publico archivo y manejo de documentacion  conocimientos en el manejo de word excel y powerpoint competencias requeridas comunicacion proactividad atencion al detalle planificacion y organizacionlas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Secretaria de Escuelas (Facultades),https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/727517/Secretaria-de-Escuelas-(Facultades).html?searchId=1546400657&page=1
NestlÃ© Bolivia,727455,"Santa Cruz de la Sierra, Bolivia",Industria Alimentaria ,No Declarado ,28 Febrero 2019,30 Marzo 2019,nestle bolivia sa compania lider nacional en el sector alimenticio se encuentra en la busqueda de talentos como tu para ocupar la posicion deespecialista de productividad industrialbase santa cruzobjetivos del puesto coordinar y gestionar todas las actividades de mejora continua de fabrica a traves de la aplicacion adecuada de las herramientas de productividad industrial velar por la seguridad de los colaboradores facilitar herramientas y garantizar la estandarizacion de los procesos de la unidad reducir defectos desperdicios y contribuir a la mejora de la calidad y costo funciones principales implementar la estrategia de productividad industrial en la fabrica de acuerdo a lo establecido por la compania coordinar el establecimiento de objetivos de la fabrica planes de accion e indicadores que permitan alcanzar un correcto desempeno de las operaciones fabriles monitorear y gestionar la productividad de la fabrica a traves elaboracion y actualizacion de los estandares de produccion tomando en cuenta aspectos de seguridad calidad costo y productividad integrar y monitorear la informacion de los proyectos de ahorro y de mejora en fabrica liderar proyectos de ahorro y mejora  utilizando iniciativas de mejora continua internasrequisitos profesional en la carrera ingenieria industrial ingenieria de alimentos o ramas afines experiencia minima de tres  anos ocupando posiciones similares en empresas de consumo masivo conocimiento avanzado en manejo de indicadores conocimiento avanzado de ms office conocimiento de tpm interesadosenviar su curriculum vitae actualizado indicando pretension salarial por trabajopolisbo,Especialista de Productividad Industrial - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/727455/Especialista-de-Productividad-Industrial---Santa-Cruz.html?searchId=1546400657&page=1
Empresa Comercial a Nivel Nacional.,727753,"Santa Cruz de la Sierra, Bolivia",AdministraciÃ³n y Oficina ,No Declarado ,28 Febrero 2019,30 Marzo 2019,empresa comercial a nivel nacional desea incorporar a su equipo de trabajo talentos como tu para ocupar el cargo de analista de compras mision del cargocoordinar controlar y ejecutar la planificacion de analisis de compras en funcion a la demanda e historicos de movimiento de los productos de importacion de manera precisa en fechas y cantidades necesarias con el objetivo de un inventario optimo en los almacenes a nivel nacional requisitos profesional en administracion de empresas ingenieria industrial ingenieria comercial yo ramas afines experiencia de 3 anos como analista de compras o en posiciones similares experiencia en analisis de informacion solidos conocimientos de los procesos de analisis de compras conocimiento del idioma ingles nivel intermedio  manejo de excel nivel intermedio  avanzado   valoramos proactividad planificacion y organizacion atencion al detalle orientacion a resultados compromiso trabajo en equipo y bajo presion  ofrecemos desarrollo profesional estabilidad laboral buen ambiente de trabajo  las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Analista de Compras,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/727753/Analista-de-Compras.html?searchId=1546400657&page=1
FERTEL,727512,"Santa Cruz de la Sierra, Bolivia",Marketing y Ventas ,No Declarado ,28 Febrero 2019,30 Marzo 2019,la empresa fertel dedicada a la distribucion a nivel nacional de material escolar material de oficina papeleria e insumos para la carpeteria de la prestigiosa marca madison precisa contratar un encargado de linea de productos  funciones desarrollar nuevas lineas de productos controlar el ciclo de vida de los productos que la conformen velar por el crecimiento de la linea y su rentabilidad requisitos titulado de ing comercial garantia personal de una persona solvente excelentes antecedentes de honestidad e integridad capacidad para trabajar en equipo experiencia en cargos similares disponibilidad total de tiempo  imprescindible contar con las habilidades de proactividad capacidad de analisis  creatividad negociacion empatia las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Encargado(a) de LÃ­nea de Productos,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/727512/Encargado(a)-de-LÃ­nea-de-Productos.html?searchId=1546400657&page=1
FERTEL,727511,"Santa Cruz de la Sierra, Bolivia",Marketing y Ventas ,No Declarado ,28 Febrero 2019,30 Marzo 2019,la empresa fertel dedicada a la distribucion a nivel nacional de material escolar material de oficina papeleria e insumos para la carpeteria de la prestigiosa marca madison precisa contratar un encargado de marketing funciones disenar e implementar el plan de marketing de la empresa definir las estrategias de marketing para la oferta de productos o servicios planificar elaborar y gestionar el presupuesto del marketing bajo unos estandares de eficiencia y optimizacion de recursos analizar las acciones de marketing evaluar y controlar los resultados de las mismas dirigir y liderar el equipo de trabajo requisitos titulado en la carrera de marketing y publicidad garantia personal de una persona solvente excelentes antecedentes de honestidad e integridad capacidad para trabajar en equipo experiencia en cargos similares disponibilidad total de tiempo  imprescindible contar con las habilidades de proactividad capacidad de analisis  creatividad negociacion  empatia  las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Encargado(a) de Marketing,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/727511/Encargado(a)-de-Marketing.html?searchId=1546400657&page=1
TUA CASA,727514,"Santa Cruz de la Sierra, Bolivia",AdministraciÃ³n y Oficina ,No Declarado ,28 Febrero 2019,30 Marzo 2019,te invitamos a que seas parte de nuestro equipo y necesitamos que nos ayudes con tus conocimientos para ocupar el siguiente cargo auxiliar contable objetivos del cargo auxiliar en la contabilidad general de la tienda comunicacion con los demas departamentos y sus colaboradores requisitos trabajo en sintonia con metas y excelente relacionamiento interpersonal es fundamental y excluyente en nuestra seleccion comunicativo para ambiente laboral dinamico curso superior o cursando buen manejo de excel  paquete office disponibilidad de trabajo en horario comercial de nuestra tienda 930 a 2000hrs con intervalo sabados hasta 1300hrs las personas interesadas y que se adecuen al perfil solicitado por favor enviar su curriculum actualizado indicando su pretension salarial por trabajopolisbo,Auxiliar Contable,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/727514/Auxiliar-Contable.html?searchId=1546400657&page=1
Importante Grupo Empresarial,714597,"La Paz, Bolivia",LogÃ­stica y AlmacÃ©n ,No Declarado ,28 Febrero 2019,30 Marzo 2019,empresa comercial lider en el mercado nacional esta buscando contratar profesionales con actitud para ocupar el cargo dejefe de almacen y distribucionbase la pazperfil egresado de las carreras de ingenierias comercial administracion o ramas afines experiencia minima de 3 anos en el cargo en el area de almacen y distribucion en empresas de productos de consumo masivo solidos conocimientos en manejo de almacen e inventarios con bastantes items conocimiento y manejo de todos los canales de distribucion buen trato con proveedores externos e internos capacidad de manejo y control de equipos de trabajo de almacen y distribucion planificar y controlar las politicas y objetivos del almacen conocimiento y manejo del office garantia hipotecaria real indispensable bien inmueblecompetencias liderazgo planificacion y organizacion comunicacion a todo nivel disponibilidad inmediata y dedicacion exclusivasi te sientes motivado para asumir este reto envianos tu curriculum vitae actualizado mas pretension salarial por trabajopolisbo,Jefe de AlmacÃ©n y DistribuciÃ³n - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/714597/Jefe-de-AlmacÃ©n-y-DistribuciÃ³n---La-Paz.html?searchId=1546400657&page=1
HANSA LTDA. DIV. AUTOMOTRIZ,727510,"Santa Cruz de la Sierra, Bolivia",Recursos Humanos ,Dependiendo de la Experiencia ,28 Febrero 2019,29 Marzo 2019,la division automotriz de hansa ltda busca incorporar a su equipo de trabajo a un auxiliar de recursos humanosbase santa cruz formacion y estudioslicenciado o egresado de administracion de empresas psicologia o ramas afines experiencia especifica manejo de paquetes de computacion word excel power point analisis e interpretacion de test psicotecnicos no excluyente competencias orientacion a cumplimiento de objetivos trabajo en equipo capacidad de resolucion de conflictos trabajo a detalle funciones principales apoyo estrategico para el referente de recursos humanos responsable del control diario de asistencia y de vacaciones coordinar y planificar entrevistas de trabajo actualizar files de personal ofrecemos buen ambiente de trabajo estabilidad laboral crecimiento profesional solo se tomaran en cuenta los cvs que cumplan con los requisitos exigidos los interesados deben enviar carta de presentacion hoja de vida incluyendo pretension salarial y fotografia actualizada a traves de trabajopolisbo,Auxiliar de Recursos Humanos - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/727510/Auxiliar-de-Recursos-Humanos---Santa-Cruz.html?searchId=1546400657&page=1
A2O Dev,727509,"Santa Cruz de la Sierra, Bolivia",InformÃ¡tica ,Dependiendo de la Experiencia ,28 Febrero 2019,30 Marzo 2019,somos una empresa de desarrollo web con altas expectativas de crecimiento nos enfocamos en el mercado internacional por lo que nos actualizamos y capacitamos constantemente para estar a la altura con las tecnologias actuales en el desarrollo de aplicaciones web y moviles requerimos para nuestro equipo de trabajo el siguiente personal desarrollador web requisitoses necesario que cuente con los siguientes conocimientos frontend responsive design html 5 css javascript ajax backend php orientado a objetos laravel 5 mysql  git ingles tecnico linux basicose dara puntuacion adicional a los postulantes que tengan conocimientos en consumo y desarrollo de apis nodejs webpack angular reactjs reactnative web components web sockets doctrine orm optimizacion de consultas sql graphql python vagrant docker aws deep learning habilidades responsable versatil y de buen trabajo en equipo con ganas de innovar y aprender constantemente nuevas tecnologias  por favor al inicio de tu postulacion escribe el texto power overwhelming para saber que has leido toda la descripcion de lo contrario no seras tomado en cuenta las personas interesadas y que se adecuen al perfil solicitado por favor enviar su curriculum actualizado indicando su pretension salarial por trabajopolisbo,Desarrollador(a) Web,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/727509/Desarrollador(a)-Web.html?searchId=1546400657&page=1
SAFI UNION S.A.,725632,"Cochabamba, Bolivia","AtenciÃ³n al Cliente,Banca y Finanzas ",No Declarado ,28 Febrero 2019,30 Marzo 2019,safi union sa convoca a todos los interesados a enviar sus hojas de vida para el cargo deoficial de negocios fiasformacion academica titulado o egresado en carrera economicas financieras o ramas afines se valorara cursos relacionados al mercado bursatilcompetencias especificas experiencia laboral de minimo 2 anos en entidades de intermediacion financieras  capacidad de captacion de nuevos participantes  realizar y hacer seguimiento a cartera de participantes conocimiento de gestion de productos financieros colocacion y captacion experiencia en la gestion y administracion de clientes conocimientos de microsoft office excel wordcompetencias necesarias liderazgo y alta orientacion al logro de objetivos negociacion y resolucion de conflictos orientacion a la atencion al cliente alta capacidad de planificacion y organizacion comprension global del negocio y orientacion a estrategias proactividadlas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Oficial de Negocios FIA`s,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/725632/Oficial-de-Negocios-FIA`s.html?searchId=1546400657&page=1
