Nombre_Empresa,Id_Empleo,Ciudad,Categoria,Sueldo,Publicado,Vencimiento,Descripcion,Nombre_cargo,Enlace
SUPERMERCADO ANDY'S,701991,"La Paz, Bolivia","Administración y Oficina,Atención al Cliente ",No Declarado ,08 Enero 2019,07 Febrero 2019,supermercados andys esta buscando un asistente administrativo requisitos formacion academica en lic administracion de empresas auditoria o contaduria publica tec sup administracion de empresas tec sup en secretariado ejecutivo 1 ano de experiencia en cargos similares experiencia en gestion de agendas corporativas experiencia en gestion de agenda corporal experiencia en orden y archivo de documentacion  habilidades personales compromiso responsabilidad proactividad discrecion honestidad  las personas interesadas enviar su hoja de vida junto a su pretension salarial por trabajopolisbo,Asistente Administrativo(a),https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/701991/Asistente-Administrativo(a).html?searchId=1546400657&page=1
Autosud Ltda.,693830,"Cochabamba, Bolivia",Marketing y Ventas ,No Declarado ,08 Enero 2019,07 Febrero 2019,empresa automotriz lider requiere incorporar a su equipo de trabajo un profesional para ocupar el cargo dejefe de ventasbase cochabambarequisitos profesional en ing comercial administracion de empresas marketing o ramas afines conocimiento solido en ms office analisis de informacion experiencia de 2 anos en cargos de liderazgo en ventas y posiciones similares habilidad para liderar equipos de trabajo enfocados en resultados habilidad para desarrollar nueva cartera de clientes  competencias requeridas capacidad de trabajo bajo presion orientacion al cliente orientacion a resultados liderazgo y proactividadlas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Jefe de Ventas - Cochabamba,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/693830/Jefe-de-Ventas---Cochabamba.html?searchId=1546400657&page=1
Artexacta,701987,"La Paz, Bolivia",Informática ,De Bs. 6.000 a Bs. 6.999 ,08 Enero 2019,07 Febrero 2019,se requiere un desarrollador semi senior en c y aspnet requisitos debera contar con un minimo de 3 anos de experiencia especifica en desarrollo de sistemas utilizando las tecnologias c sql server y aspnet  contar con conocimientos solidos en desarrollo de procedimientos almacenados en microsoft sql server  conocimientos solidos de estructura de datos y algoritmos en c  es deseable adicionalmente contar con conocimientos basicos de html5 css angular y bootstrap  debera ser por lo menos egresado de una carrera en informatica o equivalente las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Desarrollador(a) Semi Sénior en C# y ASP.NET,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/701987/Desarrollador(a)-Semi-Sénior-en-C--y-ASP.NET.html?searchId=1546400657&page=1
LABORATORIOS LAFAR S.A,702032,"Santa Cruz de la Sierra, Bolivia",Administración y Oficina ,No Declarado ,08 Enero 2019,06 Febrero 2019,administrador regional formaciontitulado en administracion de empresas economia auditoria o ramas afines experiencia y conocimientos 2 anos de experiencia en cargos de igual responsabilidad experiencia en el control de cobranzas y gastos experiencia en control y administracion de personal conocimientos en control de inventarios y stock de producto conocimientos del mercado farmaceutico nacional y las buenas practicas de manufactura  solidos conocimientos de windows office word excel power point outlook etc competencias atencion al cliente comunicacion asertiva responsabilidad honestidad compromiso las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Administrador(a) Regional,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/702032/Administrador(a)-Regional.html?searchId=1546400657&page=1
GEDESA LTDA.,702059,"La Paz, Bolivia","Atención al Cliente,Ingeniería ",No Declarado ,08 Enero 2019,06 Febrero 2019,empresa lider en la comercializacion de equipos e insumos medicos y odontologicos requiere incorporar a su equipo de trabajo el mejor talento humano para el area tecnica ingeniero electronico requisitos titulado en ingenieria electronica y redes yo ingenieria biomedica solidos conocimientos en computacion sistemas operativos y redes conocimiento del idioma ingles escrito y hablado ser responsable dinamico ordenado en el cumplimiento de sus funciones disponibilidad para viajes saber trabajar en equipo conocimiento en reparacion de tarjetas electronicas contar con garantias reales ofrecemos estabilidad laboral desarrollo de habilidades y destrezas profesionales en un ambiente competitivo oportunidad de crecimiento dentro la empresa beneficios sociales estabilidad laboral las personas que cumplan con los requisitos enviar su hoja de vida incluyendo su pretension salarial a traves de trabajopolisbo,Ingeniero(a) Electrónico(a),https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/702059/Ingeniero(a)-Electrónico(a).html?searchId=1546400657&page=1
TECHO S.A.,701994,"Cochabamba, Bolivia",Atención al Cliente ,No Declarado ,08 Enero 2019,06 Febrero 2019,techo sa empresa numero 1 en la comercializacion de proyectos urbanisticos desea incorporar a su equipo de trabajo un profesional para el cargo de asistente de cobranzasbase cochabamba principales funciones realizar notificaciones de manera personal a los clientes en mora gestionar llamadas telefonicas con los clientes emitir y legalizar informes claros sobre la inspeccion realizada revisar los reportes diarios de morosidad entregados por la institucion para su accionar requisitos manejar motocicleta y contar con licencia categoria m vigente se valorara estudios y experiencia afines al cargo referido disponibilidad de tiempo completo manejo de excel te ofrecemos todos los beneficios acordes a la ley capacitacion constante buen clima laboral oportunidad de crecimiento  las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Asistente de Cobranzas - Cochabamba,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/701994/Asistente-de-Cobranzas---Cochabamba.html?searchId=1546400657&page=1
Grupo Lider de Bolivia,701988,"La Paz, Bolivia",Arquitectura ,De Bs. 2.060 a Bs. 2.999 ,08 Enero 2019,06 Febrero 2019,responsable de obrasbase de trabajo el altorequisitos titulado o egresado en ingenieria civil arquitectura yo ramas tecnicas conocimiento de paquetes de autocad experiencia en supervision de obras civiles conocimiento de elaboracion de presupuestos buen manejo relaciones interpersonales disponibilidad inmediatafavor enviar su hoja de vida y pretension salarial por trabajopolisbo,Responsable de Obras - El Alto,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/701988/Responsable-de-Obras---El-Alto.html?searchId=1546400657&page=1
Importante Empresa Comercial,702106,"Santa Cruz de la Sierra, Bolivia",Administración y Oficina ,De Bs. 2.060 a Bs. 2.999 ,08 Enero 2019,07 Febrero 2019,secretario administrativobase santa cruzobjetivo del cargoatender a los clientes y administrar la documentacion de la empresafunciones principales atender a los clientes de forma personal o via telefonica tomar notas de las indicaciones que se le entregue confeccionar cartas certificados y otros documentos recibir la documentacion que llega a la empresarequisitos experiencia en atencion al cliente conocimientos en microsoft office excel word outlook responsable organizado puntual facilidad de palabras trabajo bajo presionlas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Secretario(a) Administrativo(a) - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/702106/Secretario(a)-Administrativo(a)---Santa-Cruz.html?searchId=1546400657&page=1
INDUSTRIAS FERROTODO LTDA.,694376,"La Paz, Bolivia",Marketing y Ventas ,No Declarado ,08 Enero 2019,07 Febrero 2019,empieza tu vida profesional y laboral en ferrotodounete al equipo comercial de industrias ferrotodo postula apasante para el area comercialsede la pazrequisitos ser estudiante de ultimos cursos de las carreras de administracion ing comercial yo afines disponibilidad de horario de oficina beneficios capacitacion permanente bono de transportelas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae con su carta de presentacion por trabajopolisbo,Pasante para el Área Comercial - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/694376/Pasante-para-el-Área-Comercial---La-Paz.html?searchId=1546400657&page=1
INDUSTRIAS FERROTODO LTDA.,694388,"Santa Cruz de la Sierra, Bolivia",Marketing y Ventas ,No Declarado ,08 Enero 2019,07 Febrero 2019,forma parte del equipo comercial de industrias ferrotodo ltda envia tu postulacion al puesto ejecutivo de ventassede santa cruz objetivo del cargoampliar y consolidar la cartera de clientes de la empresa promoviendo y vendiendo productos utilizados en el ambito industrial de la construccion y metalmecanica funciones desarrollar cartera de clientes a traves de visitas a empresas constructoras mineras industrias y otras capacitar periodicamente a los clientes relacionado a las ventajas uso y aplicacion de los productos de la empresa concretar y procesar ventas de mercaderia al contado yo al credito a clientes de la zona asignada requisitos ingeniero comercial industrial civil o afines con experiencia en el area comercial minimo dos anos de experiencia en gestion de ventas o licitaciones conocimiento nivel intermedio de microsoft office disponibilidad de viaje vehiculo propio y licencia de conducir  presentacion de garantia real se ofrece capacitacion permanente buen ambiente laboral sueldo fijo mas comisiones las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Ejecutivo(a) de Ventas - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/694388/Ejecutivo(a)-de-Ventas---Santa-Cruz.html?searchId=1546400657&page=1
DIGITALWORK S.A.,702063,"Santa Cruz de la Sierra, Bolivia","Marketing y Ventas,Telecomunicaciones ",De Bs. 3.000 a Bs. 3.999 ,08 Enero 2019,07 Febrero 2019,te estamos buscandonecesitamos incorporar al equipo comercial ejecutivas de ventassede santa cruz el objetivo es captar nuevos clientes y fidelizar a los ya existentes en el segmento empresarial requerimosexperiencia excluyente en ventas minimo 2 anos preferentemente en intangible ej seguridad seguros eventuales etc formacion bachiller titulo universitario  manejo de office aptitudes y valores talento en ventas capacidad de oratoria productividad iniciativa etica honestidad actividades generacion de oportunidades seguimiento y concrecion de negocios de acuerdo al plan estrategico de la compania brindar soluciones postventa prospeccion de clientes nuevos busqueda y desarrollo de nuevos mercados seguimiento y cierre de ventas fidelizacion de clientes autogestion con potenciales y nuevos clientes ofrecemos puesto efectivo con contrato indefinido y relacion de dependencia remuneracion sueldo base mas comisiones las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Ejecutivas(os) de Ventas - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/702063/Ejecutivas(os)-de-Ventas---Santa-Cruz.html?searchId=1546400657&page=1
Crown LTDA,702590,"Santa Cruz de la Sierra, Bolivia",Marketing y Ventas ,No Declarado ,08 Enero 2019,07 Febrero 2019,crown requiere contratar un profesional de primer nivel para el cargo de  ejecutivo de ventas de maquinaria pesadasede santa cruz objetivo del cargogestionar y realizar ventas de maquinaria pesada aperturando mercados a traves de una cartera de clientes que le permita realizar un seguimiento exhaustivo con el proposito de alcanzar los objetivos presupuestados por la empresa requisitos ing mecanico ing electromecanico ing industrial ing comercial experiencia minima de 1 ano como ejecutivo de ventas de maquinaria pesada  conocimientos del mercado industrial en el pais conocimientos de microsoft office nivel intermedio conocimiento de idioma ingles nivel intermedio licencia de conducir competencias  capacidad de planificacion atencion al cliente trabajo en equipo  proactivo con orientacion a resultados  funciones principales elaborar estudio de mercados definir planes de accion de acuerdo al comportamiento del mercado establecer relaciones de largo plazo con clientes actuales y potenciales clientes elaborar y reportar planes de ventas participar en ferias eventos actividades referidos al producto ofrecemos salario competitivo y mejorado de acuerdo al cargo y al mercado salarial disposicion de todas las herramientas de trabajo necesarias para el cargo oportunidades de crecimiento y desarrollo profesional sistema de bonificacion de acuerdo a resultados buen ambiente de trabajo las personas interesadas deberan enviar su carta de presentacion senalando su pretension salarial el cargo de referencia y curriculum vitae por trabajopolisbo,Ejecutivo(a) de Ventas de Maquinaria Pesada - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/702590/Ejecutivo(a)-de-Ventas-de-Maquinaria-Pesada---Santa-Cruz.html?searchId=1546400657&page=1
Crown LTDA,702591,"La Paz, Bolivia",Marketing y Ventas ,No Declarado ,08 Enero 2019,07 Febrero 2019,crown requiere contratar un profesional de primer nivel para el cargo de  ejecutivo de ventas de maquinaria pesadasede la paz objetivo del cargogestionar y realizar ventas de maquinaria pesada aperturando mercados a traves de una cartera de clientes que le permita realizar un seguimiento exhaustivo con el proposito de alcanzar los objetivos presupuestados por la empresa requisitos ing mecanico ing electromecanico ing industrial ing comercial experiencia minima de 1 ano como ejecutivo de ventas de maquinaria pesada  conocimientos del mercado industrial en el pais conocimientos de microsoft office nivel intermedio conocimiento de idioma ingles nivel intermedio licencia de conducir competencias  capacidad de planificacion atencion al cliente trabajo en equipo  proactivo con orientacion a resultados  funciones principales elaborar estudio de mercados definir planes de accion de acuerdo al comportamiento del mercado establecer relaciones de largo plazo con clientes actuales y potenciales clientes elaborar y reportar planes de ventas participar en ferias eventos actividades referidos al producto ofrecemos salario competitivo y mejorado de acuerdo al cargo y al mercado salarial disposicion de todas las herramientas de trabajo necesarias para el cargo oportunidades de crecimiento y desarrollo profesional sistema de bonificacion de acuerdo a resultados buen ambiente de trabajo las personas interesadas deberan enviar su carta de presentacion senalando su pretension salarial el cargo de referencia y curriculum vitae por trabajopolisbo,Ejecutivo(a) de Ventas de Maquinaria Pesada - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/702591/Ejecutivo(a)-de-Ventas-de-Maquinaria-Pesada---La-Paz.html?searchId=1546400657&page=1
Crown LTDA,702594,"Cochabamba, Bolivia",Marketing y Ventas ,No Declarado ,08 Enero 2019,07 Febrero 2019,crown requiere contratar un profesional de primer nivel para el cargo de  ejecutivo de ventas de maquinaria pesadasede cochabamba objetivo del cargogestionar y realizar ventas de maquinaria pesada aperturando mercados a traves de una cartera de clientes que le permita realizar un seguimiento exhaustivo con el proposito de alcanzar los objetivos presupuestados por la empresa requisitos ing mecanico ing electromecanico ing industrial ing comercial experiencia minima de 1 ano como ejecutivo de ventas de maquinaria pesada  conocimientos del mercado industrial en el pais conocimientos de microsoft office nivel intermedio conocimiento de idioma ingles nivel intermedio licencia de conducir competencias  capacidad de planificacion atencion al cliente trabajo en equipo  proactivo con orientacion a resultados  funciones principales elaborar estudio de mercados definir planes de accion de acuerdo al comportamiento del mercado establecer relaciones de largo plazo con clientes actuales y potenciales clientes elaborar y reportar planes de ventas participar en ferias eventos actividades referidos al producto ofrecemos salario competitivo y mejorado de acuerdo al cargo y al mercado salarial disposicion de todas las herramientas de trabajo necesarias para el cargo oportunidades de crecimiento y desarrollo profesional sistema de bonificacion de acuerdo a resultados buen ambiente de trabajo las personas interesadas deberan enviar su carta de presentacion senalando su pretension salarial el cargo de referencia y curriculum vitae por trabajopolisbo,Ejecutivo(a) de Ventas de Maquinaria Pesada - Cochabamba,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/702594/Ejecutivo(a)-de-Ventas-de-Maquinaria-Pesada---Cochabamba.html?searchId=1546400657&page=1
Crown LTDA,702599,"Tarija, Bolivia",Marketing y Ventas ,No Declarado ,08 Enero 2019,07 Febrero 2019,crown requiere contratar un profesional de primer nivel para el cargo de  ejecutivo de ventas de maquinaria pesadasede tarija objetivo del cargogestionar y realizar ventas de maquinaria pesada aperturando mercados a traves de una cartera de clientes que le permita realizar un seguimiento exhaustivo con el proposito de alcanzar los objetivos presupuestados por la empresa requisitos ing mecanico ing electromecanico ing industrial ing comercial experiencia minima de 1 ano como ejecutivo de ventas de maquinaria pesada  conocimientos del mercado industrial en el pais conocimientos de microsoft office nivel intermedio conocimiento de idioma ingles nivel intermedio licencia de conducir competencias  capacidad de planificacion atencion al cliente trabajo en equipo  proactivo con orientacion a resultados  funciones principales elaborar estudio de mercados definir planes de accion de acuerdo al comportamiento del mercado establecer relaciones de largo plazo con clientes actuales y potenciales clientes elaborar y reportar planes de ventas participar en ferias eventos actividades referidos al producto ofrecemos salario competitivo y mejorado de acuerdo al cargo y al mercado salarial disposicion de todas las herramientas de trabajo necesarias para el cargo oportunidades de crecimiento y desarrollo profesional sistema de bonificacion de acuerdo a resultados buen ambiente de trabajo las personas interesadas deberan enviar su carta de presentacion senalando su pretension salarial el cargo de referencia y curriculum vitae por trabajopolisbo,Ejecutivo(a) de Ventas de Maquinaria Pesada - Tarija,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/702599/Ejecutivo(a)-de-Ventas-de-Maquinaria-Pesada---Tarija.html?searchId=1546400657&page=1
Crown LTDA,702601,"Sucre, Bolivia",Marketing y Ventas ,No Declarado ,08 Enero 2019,07 Febrero 2019,crown requiere contratar un profesional de primer nivel para el cargo de  ejecutivo de ventas de maquinaria pesadasede sucre objetivo del cargogestionar y realizar ventas de maquinaria pesada aperturando mercados a traves de una cartera de clientes que le permita realizar un seguimiento exhaustivo con el proposito de alcanzar los objetivos presupuestados por la empresa requisitos ing mecanico ing electromecanico ing industrial ing comercial experiencia minima de 1 ano como ejecutivo de ventas de maquinaria pesada  conocimientos del mercado industrial en el pais conocimientos de microsoft office nivel intermedio conocimiento de idioma ingles nivel intermedio licencia de conducir competencias  capacidad de planificacion atencion al cliente trabajo en equipo  proactivo con orientacion a resultados  funciones principales elaborar estudio de mercados definir planes de accion de acuerdo al comportamiento del mercado establecer relaciones de largo plazo con clientes actuales y potenciales clientes elaborar y reportar planes de ventas participar en ferias eventos actividades referidos al producto ofrecemos salario competitivo y mejorado de acuerdo al cargo y al mercado salarial disposicion de todas las herramientas de trabajo necesarias para el cargo oportunidades de crecimiento y desarrollo profesional sistema de bonificacion de acuerdo a resultados buen ambiente de trabajo las personas interesadas deberan enviar su carta de presentacion senalando su pretension salarial el cargo de referencia y curriculum vitae por trabajopolisbo,Ejecutivo(a) de Ventas de Maquinaria Pesada - Sucre,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/702601/Ejecutivo(a)-de-Ventas-de-Maquinaria-Pesada---Sucre.html?searchId=1546400657&page=1
Crown LTDA,702687,"Sucre, Bolivia",Marketing y Ventas ,No Declarado ,08 Enero 2019,07 Febrero 2019,crown requiere contratar un profesional de primer nivel para el cargo de  ejecutivo de ventassede sucre objetivo del cargoel objetivo principal del cargo es realizar el mayor numero de ventas trazado en el plan estrategico de la empresa en coordinacion con el area comercial de la regional requisitos formacion en ingenieria comercial administrador de empresas yo ramas afines no excluyente se valoraran conocimientos de negociacion tecnicas de ventas atencion al cliente y otros relacionados experiencia minima en ventas rubro automotriz de 2 anos  funciones proporcionar al cliente a traves de un trato de excelencia y calidez informacion sobre todos los productos y servicios que se ofrecen en la empresa mantener contacto y relacion comercial permanente con los clientes a fin de asegurar la satisfaccion plena de sus demandas y necesidades presentar cotizaciones negociar y proceder al cierre de ventas cumplir las estrategias de ventas siguiendo los procedimientos internos establecidos por la empresa  competencias capacidad de trabajar en equipo orientacion a resultados  capacidad de trabajo bajo presion y por objetivos  buen relacionamiento en el medio local se ofrecesueldo base mas comisiones las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Ejecutivo(a) de Ventas - Sucre,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/702687/Ejecutivo(a)-de-Ventas---Sucre.html?searchId=1546400657&page=1
Crown LTDA,702684,"Tarija, Bolivia",Marketing y Ventas ,No Declarado ,08 Enero 2019,07 Febrero 2019,crown requiere contratar un profesional de primer nivel para el cargo de  ejecutivo de ventassede tarija objetivo del cargoel objetivo principal del cargo es realizar el mayor numero de ventas trazado en el plan estrategico de la empresa en coordinacion con el area comercial de la regional requisitos formacion en ingenieria comercial administrador de empresas yo ramas afines no excluyente se valoraran conocimientos de negociacion tecnicas de ventas atencion al cliente y otros relacionados experiencia minima en ventas rubro automotriz de 2 anos  funciones proporcionar al cliente a traves de un trato de excelencia y calidez informacion sobre todos los productos y servicios que se ofrecen en la empresa mantener contacto y relacion comercial permanente con los clientes a fin de asegurar la satisfaccion plena de sus demandas y necesidades presentar cotizaciones negociar y proceder al cierre de ventas cumplir las estrategias de ventas siguiendo los procedimientos internos establecidos por la empresa  competencias capacidad de trabajar en equipo orientacion a resultados  capacidad de trabajo bajo presion y por objetivos  buen relacionamiento en el medio local se ofrecesueldo base mas comisiones las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Ejecutivo(a) de Ventas - Tarija,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/702684/Ejecutivo(a)-de-Ventas---Tarija.html?searchId=1546400657&page=1
Crown LTDA,702682,"Cochabamba, Bolivia",Marketing y Ventas ,No Declarado ,08 Enero 2019,07 Febrero 2019,crown requiere contratar un profesional de primer nivel para el cargo de  ejecutivo de ventassede cochabamba objetivo del cargoel objetivo principal del cargo es realizar el mayor numero de ventas trazado en el plan estrategico de la empresa en coordinacion con el area comercial de la regional requisitos formacion en ingenieria comercial administrador de empresas yo ramas afines no excluyente se valoraran conocimientos de negociacion tecnicas de ventas atencion al cliente y otros relacionados experiencia minima en ventas rubro automotriz de 2 anos  funciones proporcionar al cliente a traves de un trato de excelencia y calidez informacion sobre todos los productos y servicios que se ofrecen en la empresa mantener contacto y relacion comercial permanente con los clientes a fin de asegurar la satisfaccion plena de sus demandas y necesidades presentar cotizaciones negociar y proceder al cierre de ventas cumplir las estrategias de ventas siguiendo los procedimientos internos establecidos por la empresa  competencias capacidad de trabajar en equipo orientacion a resultados  capacidad de trabajo bajo presion y por objetivos  buen relacionamiento en el medio local se ofrecesueldo base mas comisiones las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Ejecutivo(a) de Ventas - Cochabamba,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/702682/Ejecutivo(a)-de-Ventas---Cochabamba.html?searchId=1546400657&page=1
Crown LTDA,702681,"Santa Cruz de la Sierra, Bolivia",Marketing y Ventas ,No Declarado ,08 Enero 2019,07 Febrero 2019,crown requiere contratar un profesional de primer nivel para el cargo de  ejecutivo de ventassede santa cruz objetivo del cargoel objetivo principal del cargo es realizar el mayor numero de ventas trazado en el plan estrategico de la empresa en coordinacion con el area comercial de la regional requisitos formacion en ingenieria comercial administrador de empresas yo ramas afines no excluyente se valoraran conocimientos de negociacion tecnicas de ventas atencion al cliente y otros relacionados experiencia minima en ventas rubro automotriz de 2 anos  funciones proporcionar al cliente a traves de un trato de excelencia y calidez informacion sobre todos los productos y servicios que se ofrecen en la empresa mantener contacto y relacion comercial permanente con los clientes a fin de asegurar la satisfaccion plena de sus demandas y necesidades presentar cotizaciones negociar y proceder al cierre de ventas cumplir las estrategias de ventas siguiendo los procedimientos internos establecidos por la empresa  competencias capacidad de trabajar en equipo orientacion a resultados  capacidad de trabajo bajo presion y por objetivos  buen relacionamiento en el medio local se ofrecesueldo base mas comisiones las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Ejecutivo(a) de Ventas - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/702681/Ejecutivo(a)-de-Ventas---Santa-Cruz.html?searchId=1546400657&page=1
Crown LTDA,702630,"La Paz, Bolivia",Marketing y Ventas ,No Declarado ,08 Enero 2019,07 Febrero 2019,crown requiere contratar un profesional de primer nivel para el cargo de  ejecutivo de ventassede la paz objetivo del cargoel objetivo principal del cargo es realizar el mayor numero de ventas trazado en el plan estrategico de la empresa en coordinacion con el area comercial de la regional requisitos formacion en ingenieria comercial administrador de empresas yo ramas afines no excluyente se valoraran conocimientos de negociacion tecnicas de ventas atencion al cliente y otros relacionados experiencia minima en ventas rubro automotriz de 2 anos  funciones proporcionar al cliente a traves de un trato de excelencia y calidez informacion sobre todos los productos y servicios que se ofrecen en la empresa mantener contacto y relacion comercial permanente con los clientes a fin de asegurar la satisfaccion plena de sus demandas y necesidades presentar cotizaciones negociar y proceder al cierre de ventas cumplir las estrategias de ventas siguiendo los procedimientos internos establecidos por la empresa  competencias capacidad de trabajar en equipo orientacion a resultados  capacidad de trabajo bajo presion y por objetivos  buen relacionamiento en el medio local se ofrecesueldo base mas comisiones las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Ejecutivo(a) de Ventas - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/702630/Ejecutivo(a)-de-Ventas---La-Paz.html?searchId=1546400657&page=1
Centro de Enseñanza Tecnológica,702411,"Santa Cruz de la Sierra, Bolivia","Diseño y Medios,Educación ",No Declarado ,08 Enero 2019,07 Febrero 2019,importante institucion educativa requiere contratar un docente de comunicacion multimedia produccion audiovisual y fotografia  formacion principal  comunicador social o multimedia con experiencia en educacion y dominio de las siguientes areas operacion de camaras de tv y video iluminacion para tv y video sonido para tv y video photoshop para edicion de video premier para video y sonido after effects para realizacion de efectos de video preproduccion fotografia fotografia de retrato fotografia publicitaria community manager social media manager marketing digital manejo de herramientas digitales de diseno grafico como ser illustrator photoshop indesign disponibilidad de trabajar en turnos rotativos manejo de paquetes utilitarios windows y microsoft office experiencias indispensables dos  anos minimo de experiencia laboral en area dos  anos minimo de experiencia laboral en docencia competencias orientacion al servicio e iniciativa buenas relaciones interpersonales alineamiento a la cultura organizacional trabajo en equipo mejoramiento continuo las personas interesadas que cumplan con los requisitos pueden enviar su hoja de vida y pretension salarial por trabajopolisbo ,"Docente de Comunicación Multimedia, Producción Audiovisual y Fotografía","https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/702411/Docente-de-Comunicación-Multimedia,-Producción-Audiovisual-y-Fotografía.html?searchId=1546400657&page=1"
Centro de Enseñanza Tecnológica,702414,"Santa Cruz de la Sierra, Bolivia","Administración y Oficina,Educación ",No Declarado ,08 Enero 2019,07 Febrero 2019,importante institucion educativa requiere contratar un docente de secretariado  requisitosexperticia en docencia para realizar todas las actividades de apoyo a direccion ejecutiva y administrativa de documentos oficiales comunicacion archivo agenda y de atencion a funcionarios y publico en general  gestion de llamada y agenda telefonica ortografia y redaccion relaciones publicas tecnicas de redaccion manejo de documentos mercantiles y derecho laboral ingles tecnico tecnicas de archivo contabilidad gerencial y manejo de flujo de caja formacion formacion en secretariado ejecutivo o asistente administrativa dominio de microsoft office experiencia indispensabledos  anos de experiencia en docencia de secretariado competencias orientacion al servicio e iniciativa buenas relaciones interpersonales alineamiento a la cultura organizacional trabajo en equipo mejoramiento continuo las personas interesadas que cumplan con los requisitos pueden enviar su hoja de vida y pretension salarial por trabajopolisbo,Docente de Secretariado,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/702414/Docente-de-Secretariado.html?searchId=1546400657&page=1
Pollo Campeón,692848,"Santa Cruz de la Sierra, Bolivia",Ingeniería ,No Declarado ,08 Enero 2019,07 Febrero 2019,empresa gastronomica requiere contratar un profesional calificado para desempenarse comojefe de operacionesrequisitos ing industrial de procesos o en alimentos con titulo de provision nacional conocimientos y experiencia en bpmqaqchaccp y otros dominio de paquetes office y excel avanzado minimo 3 anos de experiencia comprobable licencia de conducir disponibilidad de horario para trabajar en fines de semana y dias feriados actitud proactiva en su desempeno elevado sentido de compromiso honestidad y responsabilidad supervisar las funciones de todo el personal a su cargolas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Jefe de Operaciones,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/692848/Jefe-de-Operaciones.html?searchId=1546400657&page=1
Muebles INTI,701984,"Santa Cruz de la Sierra, Bolivia",Ingeniería ,De Bs. 2.060 a Bs. 2.999 ,08 Enero 2019,07 Febrero 2019,dibujante tecnico juniorrequisitosse buscan personas con conocimientos en los programas de diseno autocad y derivados afines a la carreras de ingenieria industrial o arquitecturalas principales funciones a desarrollar disenar muebles realizar costos de produccion actualizacion y control de inventario control de procesos de produccionlas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Dibujante Técnico Júnior,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/701984/Dibujante-Técnico-Júnior.html?searchId=1546400657&page=1
